cycle,scheduled_ns,start_ns,finish_ns,jitter_us,execution_us,response_us,deadline_miss
621,11313541827496,11313541888065,11313541923950,60.569,35.885,96.454,0
622,11313561827496,11313561887915,11313561923853,60.419,35.938,96.357,0
623,11313581827496,11313581888234,11313581924119,60.738,35.885,96.623,0
624,11313601827496,11313601887928,11313601923813,60.432,35.885,96.317,0
625,11313621827496,11313621887986,11313621923872,60.490,35.886,96.376,0
626,11313641827496,11313641890493,11313641926691,62.997,36.198,99.195,0
627,11313661827496,11313661889041,11313661924978,61.545,35.937,97.482,0
628,11313681827496,11313681889829,11313681925714,62.333,35.885,98.218,0
629,11313701827496,11313701888168,11313701924053,60.672,35.885,96.557,0
630,11313721827496,11313721888800,11313721924737,61.304,35.937,97.241,0
631,11313741827496,11313741888181,11313741924118,60.685,35.937,96.622,0
632,11313761827496,11313761888812,11313761924698,61.316,35.886,97.202,0
633,11313781827496,11313781888142,11313781924027,60.646,35.885,96.531,0
634,11313801827496,11313801888252,11313801924137,60.756,35.885,96.641,0
635,11313821827496,11313821888363,11313821924248,60.867,35.885,96.752,0
636,11313841827496,11313841907588,11313841950765,80.092,43.177,123.269,0
637,11313861827496,11313861898271,11313861934834,70.775,36.563,107.338,0
638,11313881827496,11313881890621,11313881926663,63.125,36.042,99.167,0
639,11313901827496,11313901889586,11313901925523,62.090,35.937,98.027,0
640,11313921827496,11313921889540,11313921925478,62.044,35.938,97.982,0
641,11313941827496,11313941918869,11313941955015,91.373,36.146,127.519,0
642,11313961827496,11313961893720,11313961929865,66.224,36.145,102.369,0
643,11313981827496,11313981889559,11313981925445,62.063,35.886,97.949,0
644,11314001827496,11314001890920,11314001926857,63.424,35.937,99.361,0
645,11314021827496,11314021889624,11314021925509,62.128,35.885,98.013,0
646,11314041827496,11314041889422,11314041925308,61.926,35.886,97.812,0
647,11314061827496,11314061889377,11314061925314,61.881,35.937,97.818,0
648,11314081827496,11314081889591,11314081925529,62.095,35.938,98.033,0
649,11314101827496,11314101889441,11314101925327,61.945,35.886,97.831,0
650,11314121827496,11314121889291,11314121925177,61.795,35.886,97.681,0
651,11314141827496,11314141889089,11314141924975,61.593,35.886,97.479,0
652,11314161827496,11314161890658,11314161926544,63.162,35.886,99.048,0
653,11314181827496,11314181889363,11314181925248,61.867,35.885,97.752,0
654,11314201827496,11314201889369,11314201925306,61.873,35.937,97.810,0
655,11314221827496,11314221888282,11314221924167,60.786,35.885,96.671,0
656,11314241827496,11314241888548,11314241924486,61.052,35.938,96.990,0
657,11314261827496,11314261888607,11314261924492,61.111,35.885,96.996,0
658,11314281827496,11314281888613,11314281924498,61.117,35.885,97.002,0
659,11314301827496,11314301888203,11314301924088,60.707,35.885,96.592,0
660,11314321827496,11314321889355,11314321925240,61.859,35.885,97.744,0
661,11314341827496,11314341888007,11314341923892,60.511,35.885,96.396,0
662,11314361827496,11314361888534,11314361924420,61.038,35.886,96.924,0
663,11314381827496,11314381888124,11314381924009,60.628,35.885,96.513,0
664,11314401827496,11314401888130,11314401924016,60.634,35.886,96.520,0
665,11314421827496,11314421888033,11314421923918,60.537,35.885,96.422,0
666,11314441827496,11314441888195,11314441924081,60.699,35.886,96.585,0
667,11314461827496,11314461888097,11314461923983,60.601,35.886,96.487,0
668,11314481827496,11314481888468,11314481924406,60.972,35.938,96.910,0
669,11314501827496,11314501888423,11314501924308,60.927,35.885,96.812,0
670,11314521827496,11314521888064,11314521924002,60.568,35.938,96.506,0
671,11314541827496,11314541888175,11314541924060,60.679,35.885,96.564,0
672,11314561827496,11314561888181,11314561924067,60.685,35.886,96.571,0
673,11314581827496,11314581889229,11314581925115,61.733,35.886,97.619,0
674,11314601827496,11314601888663,11314601924548,61.167,35.885,97.052,0
675,11314621827496,11314621888044,11314621923929,60.548,35.885,96.433,0
676,11314641827496,11314641888363,11314641924248,60.867,35.885,96.752,0
677,11314661827496,11314661888213,11314661924098,60.717,35.885,96.602,0
678,11314681827496,11314681887959,11314681923844,60.463,35.885,96.348,0
679,11314701827496,11314701887965,11314701923851,60.469,35.886,96.355,0
680,11314721827496,11314721888128,11314721924013,60.632,35.885,96.517,0
