cycle,scheduled_ns,start_ns,finish_ns,jitter_us,execution_us,response_us,deadline_miss
898,11403667589375,11403667598213,11403667634099,8.838,35.886,44.724,0
899,11403687589375,11403687598531,11403687634468,9.156,35.937,45.093,0
900,11403707589375,11403707597964,11403707633849,8.589,35.885,44.474,0
901,11403727589375,11403727599375,11403727635208,10.000,35.833,45.833,0
902,11403747589375,11403747598130,11403747634068,8.755,35.938,44.693,0
903,11403767589375,11403767598656,11403767634542,9.281,35.886,45.167,0
904,11403787589375,11403787598193,11403787634078,8.818,35.885,44.703,0
905,11403807589375,11403807597886,11403807633771,8.511,35.885,44.396,0
906,11403827589375,11403827597995,11403827633880,8.620,35.885,44.505,0
907,11403847589375,11403847598209,11403847634146,8.834,35.937,44.771,0
908,11403867589375,11403867597745,11403867633631,8.370,35.886,44.256,0
909,11403887589375,11403887598324,11403887634209,8.949,35.885,44.834,0
910,11403907589375,11403907598120,11403907634006,8.745,35.886,44.631,0
911,11403927589375,11403927598074,11403927633959,8.699,35.885,44.584,0
912,11403947589375,11403947607298,11403947643600,17.923,36.302,54.225,0
913,11403967589375,11403967598605,11403967634490,9.230,35.885,45.115,0
914,11403987589375,11403987598246,11403987634131,8.871,35.885,44.756,0
915,11404007589375,11404007598407,11404007634292,9.032,35.885,44.917,0
916,11404027589375,11404027598048,11404027633933,8.673,35.885,44.558,0
917,11404047589375,11404047598105,11404047633990,8.730,35.885,44.615,0
918,11404067589375,11404067597954,11404067633840,8.579,35.886,44.465,0
919,11404087589375,11404087597855,11404087633741,8.480,35.886,44.366,0
920,11404107589375,11404107597861,11404107633746,8.486,35.885,44.371,0
921,11404127589375,11404127598126,11404127634012,8.751,35.886,44.637,0
922,11404147589375,11404147598132,11404147634017,8.757,35.885,44.642,0
923,11404167589375,11404167598762,11404167634647,9.387,35.885,45.272,0
