cycle,scheduled_ns,start_ns,finish_ns,jitter_us,execution_us,response_us,deadline_miss
983,10505400387628,10505400436474,10505400520796,48.846,84.322,133.168,0
984,10505420387628,10505420415933,10505420479423,28.305,63.490,91.795,0
985,10505440387628,10505440399872,10505440462841,12.244,62.969,75.213,0
986,10505460387628,10505460401936,10505460464696,14.308,62.760,77.068,0
987,10505480387628,10505480401031,10505480463791,13.403,62.760,76.163,0
988,10505500387628,10505500401011,10505500463928,13.383,62.917,76.300,0
989,10505520387628,10505520406565,10505520490262,18.937,83.697,102.634,0
990,10505540387628,10505540405920,10505540489670,18.292,83.750,102.042,0
991,10505560387628,10505560405432,10505560489233,17.804,83.801,101.605,0
992,10505580387628,10505580405777,10505580489526,18.149,83.749,101.898,0
993,10505600387628,10505600405549,10505600489298,17.921,83.749,101.670,0
994,10505620387628,10505620405633,10505620489383,18.005,83.750,101.755,0
995,10505640387628,10505640405457,10505640489311,17.829,83.854,101.683,0
996,10505660387628,10505660410229,10505660494031,22.601,83.802,106.403,0
997,10505680387628,10505680407189,10505680490991,19.561,83.802,103.363,0
998,10505700387628,10505700409826,10505700493575,22.198,83.749,105.947,0
999,10505720387628,10505720409910,10505720493660,22.282,83.750,106.032,0
1000,10505740387628,10505740409474,10505740493224,21.846,83.750,105.596,0
